dateConvention,referenceDecision,idBeneficiaire,nomBeneficiaire,objet,montant,nature,conditionsVersement,datesPeriodeVersement,notificationUE,field,value,message,lineRejected
2019-07-26,Délibération CP du 28/06/2019,38965363500026.0,association FARANDOLE,Subvention de fonction 2019,32890.0,en numéraire,échelonné,2019-08-01_2019-12-31,oui,,,SIRET de l'allocataire manquant ou invalide,non
2019-04-29,Délibération CP du 26/04/2019,33294416400034.0,association Acti City - Information Jeunesse,Subvention de fonctionnement 2019,220000.0,en numéraire,unique,2019-05-29_2019-05-29,oui,,,SIRET de l'allocataire manquant ou invalide,non
2018-06-05,"Délibération CP du
04/05/2018",38809532500022.0,Association des amis du cinoch,Programmation de films d'art et d'essai,14000.0,en numéraire,unique,2018-06-01 00:00:00,non,datesPeriodeVersement,2018-06-01 00:00:00,donnée non récupérable,
2018-06-05,"Délibération CP du
04/05/2018",38809532500022.0,Association des amis du cinoch,Programmation de films d'art et d'essai,14000.0,en numéraire,unique,2018-06-01 00:00:00,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-06-05,"Délibération CP du
04/05/2018",43312253800013.0,Centre Joe Bousquet et son temps,"Réalisation de l'exposition temporaire ""Joe Bousquet, de la blessure à l'écriture""",10000.0,en numéraire,unique,2018-06-01 00:00:00,non,datesPeriodeVersement,2018-06-01 00:00:00,donnée non récupérable,
2018-06-05,"Délibération CP du
04/05/2018",43312253800013.0,Centre Joe Bousquet et son temps,"Réalisation de l'exposition temporaire ""Joe Bousquet, de la blessure à l'écriture""",10000.0,en numéraire,unique,2018-06-01 00:00:00,non,,,SIRET de l'allocataire manquant ou invalide,non
2019-04-30,Délibération CP du 26/04/19,31559024000034.0,CAUE,Subvention de fonctionnement 2019,50000.0,en numéraire,échelonné,2019-05-01_2019-12-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-06-05,"Délibération CP du
04/05/2018",42121708400019.0,Association le passe muraille,in situ : patrimoine et art contemporain,20000.0,en numéraire,échelonné,2018-06-01 00:00:00,non,datesPeriodeVersement,2018-06-01 00:00:00,donnée non récupérable,
2018-06-05,"Délibération CP du
04/05/2018",42121708400019.0,Association le passe muraille,in situ : patrimoine et art contemporain,20000.0,en numéraire,échelonné,2018-06-01 00:00:00,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-06-05,"Délibération CP du
04/05/2018",38809532500022.0,Association des amis du cinoch,Organisation d'ateliers dans la cadre de collèges au cinéma,6000.0,en numéraire,unique,2018-06-01 00:00:00,non,datesPeriodeVersement,2018-06-01 00:00:00,donnée non récupérable,
2018-06-05,"Délibération CP du
04/05/2018",38809532500022.0,Association des amis du cinoch,Organisation d'ateliers dans la cadre de collèges au cinéma,6000.0,en numéraire,unique,2018-06-01 00:00:00,non,,,SIRET de l'allocataire manquant ou invalide,non
2019-05-14,Délibération CP du 26/04/19,35667158900029.0,Association PROMAUDE,Subvention de fonctionnement 2019,15000.0,en numéraire,unique,2019-05-27_2019-05-27,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-06-05,"Délibération CP du
04/05/2018",77555566700010.0,Fédération audoise des œuvres laiques,Programmation artistique et culturelle 2018,20000.0,en numéraire,échelonné,2018-06-01 00:00:00,non,datesPeriodeVersement,2018-06-01 00:00:00,donnée non récupérable,
2018-06-05,"Délibération CP du
04/05/2018",77555566700010.0,Fédération audoise des œuvres laiques,Programmation artistique et culturelle 2018,20000.0,en numéraire,échelonné,2018-06-01 00:00:00,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-06-05,"Délibération CP du
04/05/2018",41842853800023.0,Association Label,Programmation artistique et culturelle 2018,30000.0,en numéraire,échelonné,2018-06-01 00:00:00,non,datesPeriodeVersement,2018-06-01 00:00:00,donnée non récupérable,
2018-06-05,"Délibération CP du
04/05/2018",41842853800023.0,Association Label,Programmation artistique et culturelle 2018,30000.0,en numéraire,échelonné,2018-06-01 00:00:00,non,,,SIRET de l'allocataire manquant ou invalide,non
2014-10-27,Délibération CP du 26/04/2019,77577141300041.0,Fédération Départementale des Chasseurs de l'Aude,Subvention de fonctionnement 2019,2500.0,en numéraire,unique,2019-05-27_2019-05-27,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-06-05,"Délibération CP du
04/05/2018",41224378400011.0,Association cinem'aude 2000 et vilatges al pais,Organisation d'un réseau de diffusion cinématographique en milieu rural,80000.0,en numéraire,échelonné,2018-06-01 00:00:00,non,datesPeriodeVersement,2018-06-01 00:00:00,donnée non récupérable,
2018-06-05,"Délibération CP du
04/05/2018",41224378400011.0,Association cinem'aude 2000 et vilatges al pais,Organisation d'un réseau de diffusion cinématographique en milieu rural,80000.0,en numéraire,échelonné,2018-06-01 00:00:00,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-06-05,"Délibération CP du
04/05/2018",40840147900014.0,Association le marque page,Mise en œuvre du projet culturel 2018 de la maison du banquet et des générations,69500.0,en numéraire,échelonné,2018-06-01 00:00:00,non,datesPeriodeVersement,2018-06-01 00:00:00,donnée non récupérable,
2018-06-05,"Délibération CP du
04/05/2018",40840147900014.0,Association le marque page,Mise en œuvre du projet culturel 2018 de la maison du banquet et des générations,69500.0,en numéraire,échelonné,2018-06-01 00:00:00,non,,,SIRET de l'allocataire manquant ou invalide,non
2019-07-27,Délibération CP du 28/05/19,39301786800059.0,Fédération Aude Claire,Subvention de fonctionnement 2019,1632.0,en numéraire,unique,2019-06-26_2019-06-26,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-06-05,"Délibération CP du
04/05/2018",41224378400011.0,Association cinem'aude 2000 et vilatges al pais,Opération Vilatges al pais,15000.0,en numéraire,unique,2018-06-01 00:00:00,non,datesPeriodeVersement,2018-06-01 00:00:00,donnée non récupérable,
2018-06-05,"Délibération CP du
04/05/2018",41224378400011.0,Association cinem'aude 2000 et vilatges al pais,Opération Vilatges al pais,15000.0,en numéraire,unique,2018-06-01 00:00:00,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-10-24,Délibération CP du 28/09/2018,45157147500016.0,association La Verrerie d'Alès,Accompagnement des lieux et opérateurs du département,15000.0,en numéraire,unique,2018-10-01 00:00:00,non,datesPeriodeVersement,2018-10-01 00:00:00,donnée non récupérable,
2018-10-24,Délibération CP du 28/09/2018,45157147500016.0,association La Verrerie d'Alès,Accompagnement des lieux et opérateurs du département,15000.0,en numéraire,unique,2018-10-01 00:00:00,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-01-02,Délibération CP du 26/01/2018,30200478300015.0,Restaurant inter-administratif de Carcassonne,Convention financière cadre,,,,,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-06-05,"Délibération CP du
04/05/2018",48080389900065.0,Association 11 bouge,Accompagnement de la production en faveur de la formation kijoté,2000.0,en numéraire,unique,2018-06-01 00:00:00,non,datesPeriodeVersement,2018-06-01 00:00:00,donnée non récupérable,
2018-06-05,"Délibération CP du
04/05/2018",48080389900065.0,Association 11 bouge,Accompagnement de la production en faveur de la formation kijoté,2000.0,en numéraire,unique,2018-06-01 00:00:00,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-10-24,Délibération CP du 28/09/2018,83465490700015.0,Association Occitanie Live & Lecture,Mise en oeuvre d'un programme d'activités littéraires sur le territoire audois,30000.0,en numéraire,unique,2018-10-01 00:00:00,non,datesPeriodeVersement,2018-10-01 00:00:00,donnée non récupérable,
2018-10-24,Délibération CP du 28/09/2018,83465490700015.0,Association Occitanie Live & Lecture,Mise en oeuvre d'un programme d'activités littéraires sur le territoire audois,30000.0,en numéraire,unique,2018-10-01 00:00:00,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-06-05,"Délibération CP du
04/05/2018",35108335700068.0,Compagnie juin 88,subvention de mise en œuvre du projet artistique du Théâtre dans les vignes,23000.0,en numéraire,échelonné,2018-06-01 00:00:00,non,datesPeriodeVersement,2018-06-01 00:00:00,donnée non récupérable,
2018-06-05,"Délibération CP du
04/05/2018",35108335700068.0,Compagnie juin 88,subvention de mise en œuvre du projet artistique du Théâtre dans les vignes,23000.0,en numéraire,échelonné,2018-06-01 00:00:00,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-06-05,"Délibération CP du
04/05/2018",41754319600048.0,compagnie portes sud,Réalisation de la création intitulée empreintes,10000.0,en numéraire,unique,2018-06-01 00:00:00,non,datesPeriodeVersement,2018-06-01 00:00:00,donnée non récupérable,
2018-06-05,"Délibération CP du
04/05/2018",41754319600048.0,compagnie portes sud,Réalisation de la création intitulée empreintes,10000.0,en numéraire,unique,2018-06-01 00:00:00,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-12-12,Délibération CP du 26/10/2018,7883621100029.0,Plateforme Audoise de Mutualisation des SIAE,"Convention FSE 201801889 MAC PRO - Mutualisation, Accompagnement, Communication et Professionnalisation",19366.0,en numéraire,échelonné,2018-12-17_2021-12-31,oui,idBeneficiaire,7883621100029.0,SIRET du bénéficiaire manquant ou invalide,oui
2018-12-12,Délibération CP du 26/10/2018,7883621100029.0,Plateforme Audoise de Mutualisation des SIAE,"Convention FSE 201801889 MAC PRO - Mutualisation, Accompagnement, Communication et Professionnalisation",19366.0,en numéraire,échelonné,2018-12-17_2021-12-31,oui,,,SIRET de l'allocataire manquant ou invalide,oui
2018-06-05,"Délibération CP du
04/05/2018",43312253800013.0,Centre Joe Bousquet et son temps,Rencontres d'artistes et d'écrivains et médiation en direction des scolaires,23900.0,en numéraire,unique,2018-06-01 00:00:00,non,datesPeriodeVersement,2018-06-01 00:00:00,donnée non récupérable,
2018-06-05,"Délibération CP du
04/05/2018",43312253800013.0,Centre Joe Bousquet et son temps,Rencontres d'artistes et d'écrivains et médiation en direction des scolaires,23900.0,en numéraire,unique,2018-06-01 00:00:00,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-06-05,"Délibération CP du
04/05/2018",45074466900042.0,association music'al sol,saison kultur'al 2018,14000.0,en numéraire,échelonné,2018-06-01 00:00:00,non,datesPeriodeVersement,2018-06-01 00:00:00,donnée non récupérable,
2018-06-05,"Délibération CP du
04/05/2018",45074466900042.0,association music'al sol,saison kultur'al 2018,14000.0,en numéraire,échelonné,2018-06-01 00:00:00,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-12-12,Délibération CP du 26/10/2018,42155410600029.0,Régie de Quartiers du Carcassonnais,Convention FSE 201802133 Accompagnement individualisé des participants vers l'emploi et vers la formation,81728.2,en numéraire,échelonné,2018-12-18_2021-12-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-06-05,"Délibération CP du
04/05/2018",42335282200021.0,Fédération départementale des calendretas,Programme d'activités culturelles dans les calendretas,10000.0,en numéraire,unique,2018-06-01 00:00:00,non,datesPeriodeVersement,2018-06-01 00:00:00,donnée non récupérable,
2018-06-05,"Délibération CP du
04/05/2018",42335282200021.0,Fédération départementale des calendretas,Programme d'activités culturelles dans les calendretas,10000.0,en numéraire,unique,2018-06-01 00:00:00,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-06-05,"Délibération CP du
04/05/2018",45074466900042.0,association music'al sol,création artistique Cécilia,1000.0,en numéraire,unique,2018-06-01 00:00:00,non,datesPeriodeVersement,2018-06-01 00:00:00,donnée non récupérable,
2018-06-05,"Délibération CP du
04/05/2018",45074466900042.0,association music'al sol,création artistique Cécilia,1000.0,en numéraire,unique,2018-06-01 00:00:00,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-11-28,Délibération CP du 26/10/2018,35382464200022.0,CEMAFOR,Convention FSE 201802339 émergence et accompagnement au projet professionnel bassin limouxin et haute-vallée,33822.0,en numéraire,échelonné,2018-12-06_2021/12/31,non,datesPeriodeVersement,2018-12-06_2021/12/31,donnée non récupérable,
2018-11-28,Délibération CP du 26/10/2018,35382464200022.0,CEMAFOR,Convention FSE 201802339 émergence et accompagnement au projet professionnel bassin limouxin et haute-vallée,33822.0,en numéraire,échelonné,2018-12-06_2021/12/31,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-06-05,"Délibération CP du
04/05/2018",34200706900038.0,Association Arts Vivants 11,Aide au fonctionnement de la structure,152950.0,en numéraire,échelonné,2018-06-01 00:00:00,non,datesPeriodeVersement,2018-06-01 00:00:00,donnée non récupérable,
2018-06-05,"Délibération CP du
04/05/2018",34200706900038.0,Association Arts Vivants 11,Aide au fonctionnement de la structure,152950.0,en numéraire,échelonné,2018-06-01 00:00:00,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-07-27,Délibération CP du 20/07/2018,30200478300015.0,Association du Restaurant inter-administratif de Carcassonne,Convention financière cadre,34754.35,en numéraire,unique,2018-09-24 00:00:00,non,datesPeriodeVersement,2018-09-24 00:00:00,donnée non récupérable,
2018-07-27,Délibération CP du 20/07/2018,30200478300015.0,Association du Restaurant inter-administratif de Carcassonne,Convention financière cadre,34754.35,en numéraire,unique,2018-09-24 00:00:00,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-12-21,Délibération CP du 30/11/2018,50435139600099.0,Hérick Caye Formation,Convention FSE 201802610,32367.19,en numéraire,échelonné,2018-12-21_2021/12/31,non,datesPeriodeVersement,2018-12-21_2021/12/31,donnée non récupérable,
2018-12-21,Délibération CP du 30/11/2018,50435139600099.0,Hérick Caye Formation,Convention FSE 201802610,32367.19,en numéraire,échelonné,2018-12-21_2021/12/31,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-06-05,"Délibération CP du
04/05/2018",34200706900038.0,Association Arts Vivants 11,Aide aux actions spécifiques,95000.0,en numéraire,échelonné,2018-06-01 00:00:00,non,datesPeriodeVersement,2018-06-01 00:00:00,donnée non récupérable,
2018-06-05,"Délibération CP du
04/05/2018",34200706900038.0,Association Arts Vivants 11,Aide aux actions spécifiques,95000.0,en numéraire,échelonné,2018-06-01 00:00:00,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-11-05,Délibération CP du 28/09/2018,39825436700061.0,Initiatives pour le Développement de l'Emploi dans l'Aude Littoral,Convention FSE 201802567 ACI RECYCLAGE DEEE-DECORATION MODE-ASSEMBLAGE BOIS Initiatives pour le Développement de l'Emploi dans l'Aude Littoral,95080.72,en numéraire,échelonné,2018-11-19_2021-12-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-12-12,Délibération CP du 30/11/2018,38054493200029.0,Centre d'art et de culture -Théâtre + cinéma scène nationale Grand Narbonne,"Réalisation de l'opération ""Collèges au Théâtre 2019""",40000.0,en numéraire,échelonné,2018-12-01_2019-07-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-06-05,"Délibération CP du
04/05/2018",77581849500068.0,Association fédération départementale des maisons des jeunes et de la culture,Aide aux activités culturelles et éducatives de l'association,35000.0,en numéraire,échelonné,2018-06-01 00:00:00,non,datesPeriodeVersement,2018-06-01 00:00:00,donnée non récupérable,
2018-06-05,"Délibération CP du
04/05/2018",77581849500068.0,Association fédération départementale des maisons des jeunes et de la culture,Aide aux activités culturelles et éducatives de l'association,35000.0,en numéraire,échelonné,2018-06-01 00:00:00,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-11-05,Délibération CP du 28/09/2018,39825436700061.0,Initiatives pour le Développement de l'Emploi dans l'Aude Littoral,Convention FSE 201802573  ACI ENVIRONNEMENT AMENAGEMENT PAYSAGER ET AGRICULTUREInitiatives pour le Développement de l'Emploi dans l'Aude Littoral,78144.33,en numéraire,échelonné,2018-11-19_2021-12-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-06-05,"Délibération CP du
04/05/2018",38773659800020.0,Association Montolieu Village du livre,Programme d'activités culturelles autour de la valorisation des arts et métiers du livre,34400.0,en numéraire,échelonné,2018-06-01 00:00:00,non,datesPeriodeVersement,2018-06-01 00:00:00,donnée non récupérable,
2018-06-05,"Délibération CP du
04/05/2018",38773659800020.0,Association Montolieu Village du livre,Programme d'activités culturelles autour de la valorisation des arts et métiers du livre,34400.0,en numéraire,échelonné,2018-06-01 00:00:00,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-12-17,Délibération CP du 26/10/2018,24110059300078.0,Agglomération Le Grand Narbonne,Convention FSE 201802020 Mise en oeuvre des clauses d'insertion,28290.0,en numéraire,échelonné,2018-12-19_2021-12-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-06-05,"Délibération CP du
04/05/2018",48080389900065.0,Association 11 bouge,Projet artistique de l'association,30000.0,en numéraire,échelonné,2018-06-01 00:00:00,non,datesPeriodeVersement,2018-06-01 00:00:00,donnée non récupérable,
2018-06-05,"Délibération CP du
04/05/2018",48080389900065.0,Association 11 bouge,Projet artistique de l'association,30000.0,en numéraire,échelonné,2018-06-01 00:00:00,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-11-20,Délibération CP du 26/10/2018,77555566700135.0,Fédération Audoise des Œuvres Laïques,Convention FSE 201802393 action de référence bassin Lézignanais et Narbonnais,53086.54,en numéraire,échelonné,2018-12-03_2021/12/31,non,datesPeriodeVersement,2018-12-03_2021/12/31,donnée non récupérable,
2018-11-20,Délibération CP du 26/10/2018,77555566700135.0,Fédération Audoise des Œuvres Laïques,Convention FSE 201802393 action de référence bassin Lézignanais et Narbonnais,53086.54,en numéraire,échelonné,2018-12-03_2021/12/31,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-06-05,"Délibération CP du
04/05/2018",45074466900042.0,association music'al sol,Création artistique Dalèle,3500.0,en numéraire,unique,2018-06-01 00:00:00,non,datesPeriodeVersement,2018-06-01 00:00:00,donnée non récupérable,
2018-06-05,"Délibération CP du
04/05/2018",45074466900042.0,association music'al sol,Création artistique Dalèle,3500.0,en numéraire,unique,2018-06-01 00:00:00,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-11-07,Délibération CP du 28/09/2018,81838408300015.0,Association La Foire aux Images,Organisation d'une exposition sur le thème du personnage de bande dessinée Alix,20000.0,en numéraire,unique,2018-11-01 00:00:00,non,datesPeriodeVersement,2018-11-01 00:00:00,donnée non récupérable,
2018-11-07,Délibération CP du 28/09/2018,81838408300015.0,Association La Foire aux Images,Organisation d'une exposition sur le thème du personnage de bande dessinée Alix,20000.0,en numéraire,unique,2018-11-01 00:00:00,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-11-05,Délibération CP du 28/09/2018,39825436700061.0,Initiatives pour le Développement de l'Emploi dans l'Aude Littoral,"Convention FSE  201802562 ACI ACI ATELIER MECANIQUE 
2 ET 4 ROUES Initiatives pour le Développement de l'Emploi dans l'Aude Littoral",46223.98,en numéraire,échelonné,2018-11-19_2021-12-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-12-12,Délibération CP du 26/10/2018,20003571500016.0,Carcassonne Agglomération,Convention FSE 201802279 Faciliter les rapprochements avec les acteurs économiques,48673.3,en numéraire,échelonné,2018-12-18_2021-12-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-12-14,Délibération CP du 26/10/2018,34792587700032.0,Centre de Formation Professionnelle du Midi,Convention FSE 201800994 émergence et accompagnement au projet professionnel bassin Lézignanais et Narbonnais,45275.51,en numéraire,échelonné,2018-12-18_2021-12-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-11-28,Délibération CP du 26/10/2018,20003692900012.0,Centre Intercommunal d'Action Sociale Carcassonne Agglo solidarité,Convention FSE 201802281 Plateforme Mobil Activ,29096.57,en numéraire,échelonné,2018-12-10_2021/12/31,non,datesPeriodeVersement,2018-12-10_2021/12/31,donnée non récupérable,
2018-11-28,Délibération CP du 26/10/2018,20003692900012.0,Centre Intercommunal d'Action Sociale Carcassonne Agglo solidarité,Convention FSE 201802281 Plateforme Mobil Activ,29096.57,en numéraire,échelonné,2018-12-10_2021/12/31,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-12-12,Délibération CP du 30/11/2018,42155410600029.0,Régie de Quartiers du Carcassonnais,Convenion FSE 201802313 Accueil et Orientation Professionnelle,42778.99,en numéraire,échelonné,2018-12-19_2021/12/31,non,datesPeriodeVersement,2018-12-19_2021/12/31,donnée non récupérable,
2018-12-12,Délibération CP du 30/11/2018,42155410600029.0,Régie de Quartiers du Carcassonnais,Convenion FSE 201802313 Accueil et Orientation Professionnelle,42778.99,en numéraire,échelonné,2018-12-19_2021/12/31,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-12-21,Délibération CP du 30/11/2018,50435139600099.0,Hérick Caye Formation,Convention FSE 201802594,21639.16,en numéraire,échelonné,2018-12-21_2021/12/31,non,datesPeriodeVersement,2018-12-21_2021/12/31,donnée non récupérable,
2018-12-21,Délibération CP du 30/11/2018,50435139600099.0,Hérick Caye Formation,Convention FSE 201802594,21639.16,en numéraire,échelonné,2018-12-21_2021/12/31,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-12-12,Délibération CP du 30/11/2018,81148573900015.0,Association pour la valorisation de la collection Cérès Franco,Aide au fonctionnement du musée La Coopérative-musée Cérès Franco,40000.0,en numéraire,unique,2018-12-01 00:00:00,non,datesPeriodeVersement,2018-12-01 00:00:00,donnée non récupérable,
2018-12-12,Délibération CP du 30/11/2018,81148573900015.0,Association pour la valorisation de la collection Cérès Franco,Aide au fonctionnement du musée La Coopérative-musée Cérès Franco,40000.0,en numéraire,unique,2018-12-01 00:00:00,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-12-12,Délibération CP du 30/11/2018,35108335700068.0,Compagnie Juin 88,Réalisation de l'opération Scènes d'Enfance 2019,899.0,en numéraire,unique,2018-12-01 00:00:00,non,datesPeriodeVersement,2018-12-01 00:00:00,donnée non récupérable,
2018-12-12,Délibération CP du 30/11/2018,35108335700068.0,Compagnie Juin 88,Réalisation de l'opération Scènes d'Enfance 2019,899.0,en numéraire,unique,2018-12-01 00:00:00,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-12-12,Délibération CP du 30/11/2018,33947067600034.0,Association Théâtre populaire de Carcassonne et de l'Aude,Réalisation de l'opération Scènes d'Enfance 2019,872.0,en numéraire,unique,2018-12-01 00:00:00,non,datesPeriodeVersement,2018-12-01 00:00:00,donnée non récupérable,
2018-12-12,Délibération CP du 30/11/2018,33947067600034.0,Association Théâtre populaire de Carcassonne et de l'Aude,Réalisation de l'opération Scènes d'Enfance 2019,872.0,en numéraire,unique,2018-12-01 00:00:00,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-12-12,Délibération CP du 30/11/2018,38054493200029.0,Centre d'art et de culture -Théâtre + cinéma scène nationale Grand Narbonne,Réalisation de l'opération Scènes d'Enfance 2019,15000.0,en numéraire,unique,2018-12-01 00:00:00,non,datesPeriodeVersement,2018-12-01 00:00:00,donnée non récupérable,
2018-12-12,Délibération CP du 30/11/2018,38054493200029.0,Centre d'art et de culture -Théâtre + cinéma scène nationale Grand Narbonne,Réalisation de l'opération Scènes d'Enfance 2019,15000.0,en numéraire,unique,2018-12-01 00:00:00,non,,,SIRET de l'allocataire manquant ou invalide,non
